"city_dev","gender","expenience","university","edu_level","major","expenience_year","company_size","company_type","jobs","train_hours","target","train_hours_scale","expenience_year_new"
0.698,"Male","No relevent experience","no_enrollment","High School","STEM",8,"<10","Pvt Ltd",">4",20,0,2.99573227355399,3
0.789,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","1",4,0,1.38629436111989,3
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"50-99","Pvt Ltd","1",2,0,0.693147180559945,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"<10","Other","1",46,0,3.8286413964891,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"100-500","Pvt Ltd","1",26,0,3.25809653802148,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","4",88,0,4.47733681447821,3
0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"<10","Pvt Ltd",">4",20,0,2.99573227355399,3
0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",83,0,4.4188406077966,3
0.624,"Male","Has relevent experience","enrollment","Phd","Other",4,"50-99","Pvt Ltd","1",8,1,2.07944154167984,2
0.92,"Male","No relevent experience","enrollment","Masters","STEM",14,"Other","Pvt Ltd","never",40,1,3.68887945411394,3
0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Other",">4",37,0,3.61091791264422,3
0.843,"Male","Has relevent experience","no_enrollment","High School","STEM",21,"Other","Pvt Ltd",">4",44,0,3.78418963391826,3
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"50-99","Pvt Ltd","1",49,0,3.89182029811063,1
0.691,"Male","No relevent experience","no_enrollment","High School","STEM",3,"Other","Pvt Ltd","2",8,0,2.07944154167984,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"50-99","Pvt Ltd","1",72,0,4.27666611901606,3
0.925,"Male","No relevent experience","enrollment","Graduate","STEM",1,"Other","Pvt Ltd","1",102,1,4.62497281328427,2
0.865,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10000+","Pvt Ltd","1",30,0,3.40119738166216,3
0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Other","2",52,0,3.95124371858143,2
0.884,"Other","Has relevent experience","enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",99,0,4.59511985013459,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",5,"Other","Pvt Ltd","never",91,1,4.51085950651685,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",6,"50-99","Other","2",111,1,4.70953020131233,3
0.899,"Male","Has relevent experience","enrollment","Graduate","STEM",16,"10000+","Pvt Ltd","3",9,0,2.19722457733622,3
0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"50-99","Pvt Ltd","1",41,0,3.71357206670431,3
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","1",41,1,3.71357206670431,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",77,1,4.34380542185368,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",63,1,4.14313472639153,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"500-999","Other",">4",262,0,5.5683445037611,3
0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"<10","Other","1",17,1,2.83321334405622,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"1000-4999","Pvt Ltd","1",10,1,2.30258509299405,1
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd","1",20,0,2.99573227355399,3
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"<10","Pvt Ltd","4",78,0,4.35670882668959,3
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","never",37,0,3.61091791264422,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Pvt Ltd",">4",55,0,4.00733318523247,3
0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",4,"Other","Pvt Ltd","never",41,0,3.71357206670431,2
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"10/49","Pvt Ltd","3",88,0,4.47733681447821,3
0.836,"Male","No relevent experience","enrollment","Graduate","STEM",6,"Other","Pvt Ltd","1",73,0,4.29045944114839,3
0.92,"Other","No relevent experience","enrollment","Graduate","STEM",0,"Other","Pvt Ltd","1",31,1,3.43398720448515,1
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",3,"Other","Pvt Ltd",">4",2,0,0.693147180559945,2
0.921,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","1",76,1,4.33073334028633,2
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"5000-9999","Pvt Ltd","4",8,1,2.07944154167984,3
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",3,"100-500","Pvt Ltd","2",25,0,3.2188758248682,2
0.804,"Other","Has relevent experience","no_enrollment","Masters","STEM",10,"Other","Pvt Ltd","2",24,0,3.17805383034795,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","2",57,1,4.04305126783455,3
0.804,"Male","No relevent experience","enrollment","High School","STEM",4,"Other","Pvt Ltd","never",66,0,4.18965474202643,2
0.926,"Male","No relevent experience","no_enrollment","Graduate","Other",17,"Other","Pvt Ltd",">4",33,0,3.49650756146648,3
0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Other","1",78,0,4.35670882668959,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","2",90,1,4.49980967033027,3
0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"100-500","Other","3",34,0,3.52636052461616,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",8,"Other","Pvt Ltd","1",58,1,4.06044301054642,3
0.743,"Male","Has relevent experience","enrollment","High School","STEM",10,"1000-4999","Pvt Ltd","1",50,0,3.91202300542815,3
0.899,"Other","Has relevent experience","no_enrollment","Masters","STEM",20,"500-999","Pvt Ltd",">4",10,0,2.30258509299405,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"100-500","Pvt Ltd","1",9,0,2.19722457733622,3
0.887,"Male","No relevent experience","no_enrollment","High School","STEM",1,"Other","Pvt Ltd","1",51,0,3.93182563272433,2
0.691,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd",">4",45,0,3.80666248977032,3
0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"10000+","Pvt Ltd",">4",126,0,4.83628190695148,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","1",22,0,3.09104245335832,3
0.926,"Male","No relevent experience","enrollment","Masters","STEM",13,"10000+","Other","4",90,1,4.49980967033027,3
0.878,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd","1",45,0,3.80666248977032,3
0.769,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"1000-4999","Other","1",20,0,2.99573227355399,2
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd",">4",108,0,4.68213122712422,3
0.923,"Other","No relevent experience","enrollment","Graduate","STEM",4,"10000+","Pvt Ltd","1",206,0,5.32787616878958,2
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"Other","Pvt Ltd","2",28,1,3.3322045101752,3
0.949,"Male","No relevent experience","no_enrollment","Masters","Other",21,"5000-9999","Other","3",22,0,3.09104245335832,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"10/49","Pvt Ltd","never",52,1,3.95124371858143,2
0.924,"Male","Has relevent experience","no_enrollment","Masters","Other",21,"50-99","Pvt Ltd","1",65,0,4.17438726989564,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"100-500","Other","1",21,0,3.04452243772342,3
0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"Other","Pvt Ltd",">4",4,0,1.38629436111989,3
0.855,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",112,0,4.71849887129509,2
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"Other","Pvt Ltd",">4",58,0,4.06044301054642,3
0.74,"Male","No relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","never",312,0,5.74300318780948,1
0.698,"Male","No relevent experience","no_enrollment","High School","STEM",3,"Other","Pvt Ltd","never",202,0,5.30826769740121,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Other","1",68,1,4.21950770517611,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",70,1,4.24849524204936,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Other",">4",77,0,4.34380542185368,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10/49","Other","2",2,0,0.693147180559945,3
0.926,"Other","No relevent experience","enrollment","High School","STEM",0,"Other","Pvt Ltd","never",13,0,2.56494935746154,1
0.91,"Male","No relevent experience","enrollment","High School","STEM",1,"Other","Pvt Ltd","never",69,0,4.23410650459726,2
0.926,"Male","No relevent experience","no_enrollment","Masters","STEM",2,"10/49","Pvt Ltd","1",42,0,3.73766961828337,2
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"100-500","Pvt Ltd",">4",10,0,2.30258509299405,3
0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"100-500","Other","2",83,0,4.4188406077966,3
0.776,"Male","No relevent experience","enrollment","High School","STEM",5,"Other","Pvt Ltd","never",56,1,4.02535169073515,3
0.898,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10/49","Pvt Ltd","1",31,0,3.43398720448515,3
0.895,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"<10","Pvt Ltd",">4",82,0,4.40671924726425,3
0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"50-99","Pvt Ltd",">4",87,0,4.46590811865458,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd","1",220,0,5.39362754635236,3
0.855,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",198,0,5.28826703069454,2
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"1000-4999","Other","2",119,1,4.77912349311153,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",7,"50-99","Other","1",103,0,4.63472898822964,3
0.92,"Male","No relevent experience","no_enrollment","Phd","STEM",16,"Other","Pvt Ltd","1",28,0,3.3322045101752,3
0.939,"Male","No relevent experience","enrollment","High School","STEM",7,"5000-9999","Pvt Ltd","2",48,0,3.87120101090789,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd","1",184,0,5.21493575760899,3
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","1",21,0,3.04452243772342,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",3,"10/49","Pvt Ltd","1",248,0,5.51342874616498,2
0.949,"Male","Has relevent experience","no_enrollment","Masters","Other",21,"500-999","Pvt Ltd","2",14,0,2.63905732961526,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",74,1,4.30406509320417,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","Other",5,"50-99","Pvt Ltd","1",13,0,2.56494935746154,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"10000+","Pvt Ltd","2",3,1,1.09861228866811,3
0.91,"Other","Has relevent experience","no_enrollment","Masters","STEM",5,"Other","Pvt Ltd","2",86,0,4.45434729625351,3
0.74,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",292,0,5.67675380226828,2
0.884,"Male","Has relevent experience","enrollment","Masters","STEM",13,"500-999","Pvt Ltd","1",40,0,3.68887945411394,3
0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"500-999","Pvt Ltd","1",31,0,3.43398720448515,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",15,"Other","Pvt Ltd",">4",174,1,5.15905529921453,3
0.493,"Male","Has relevent experience","no_enrollment","High School","STEM",4,"Other","Pvt Ltd","1",105,1,4.65396035015752,2
0.763,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","2",25,0,3.2188758248682,2
0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",70,0,4.24849524204936,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","Other",8,"10000+","Pvt Ltd","3",17,0,2.83321334405622,3
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","1",103,0,4.63472898822964,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",18,"50-99","Pvt Ltd","4",109,0,4.69134788222914,3
0.64,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"100-500","Pvt Ltd",">4",48,0,3.87120101090789,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","Other",11,"50-99","Other","1",26,0,3.25809653802148,3
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",18,"Other","Pvt Ltd",">4",116,0,4.75359019110636,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd",">4",22,0,3.09104245335832,3
0.91,"Other","Has relevent experience","no_enrollment","Graduate","Other",2,"50-99","Pvt Ltd","never",57,0,4.04305126783455,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",62,0,4.12713438504509,2
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"100-500","Other","1",109,1,4.69134788222914,2
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Pvt Ltd","2",89,0,4.48863636973214,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"500-999","Pvt Ltd","2",146,0,4.98360662170834,3
0.91,"Male","Has relevent experience","enrollment","Graduate","STEM",16,"500-999","Pvt Ltd","1",53,0,3.97029191355212,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd",">4",114,0,4.7361984483945,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",1,"10/49","Pvt Ltd","never",21,1,3.04452243772342,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"1000-4999","Pvt Ltd",">4",52,0,3.95124371858143,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Pvt Ltd","1",216,0,5.37527840768417,3
0.555,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",34,1,3.52636052461616,2
0.899,"Male","Has relevent experience","no_enrollment","Graduate","Other",2,"500-999","Pvt Ltd","1",30,0,3.40119738166216,2
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",2,"5000-9999","Pvt Ltd","never",43,0,3.76120011569356,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"<10","Other","1",107,1,4.67282883446191,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","2",55,0,4.00733318523247,3
0.878,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","3",112,1,4.71849887129509,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"500-999","Pvt Ltd",">4",42,0,3.73766961828337,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"Other","Pvt Ltd","1",28,0,3.3322045101752,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",27,0,3.29583686600433,2
0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","2",5,1,1.6094379124341,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"<10","Other","1",70,0,4.24849524204936,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",1,"50-99","Pvt Ltd","1",48,1,3.87120101090789,2
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"Other","Pvt Ltd","never",76,0,4.33073334028633,1
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","1",164,0,5.0998664278242,3
0.884,"Male","Has relevent experience","enrollment","Graduate","STEM",12,"10000+","Pvt Ltd","1",77,0,4.34380542185368,3
0.796,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"Other","Pvt Ltd","1",109,0,4.69134788222914,3
0.624,"Male","Has relevent experience","no_enrollment","High School","STEM",14,"10/49","Pvt Ltd",">4",3,1,1.09861228866811,3
0.887,"Male","No relevent experience","no_enrollment","Graduate","STEM",14,"Other","Pvt Ltd","1",18,0,2.89037175789616,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"Other","Pvt Ltd","2",13,0,2.56494935746154,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",24,0,3.17805383034795,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"<10","Other","1",79,0,4.36944785246702,3
0.766,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd",">4",19,1,2.94443897916644,3
0.913,"Male","No relevent experience","enrollment","High School","STEM",6,"Other","Pvt Ltd","never",22,0,3.09104245335832,3
0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",7,"Other","Pvt Ltd","1",94,0,4.54329478227,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",18,0,2.89037175789616,3
0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"1000-4999","Pvt Ltd","1",6,0,1.79175946922805,3
0.698,"Male","Has relevent experience","no_enrollment","High School","STEM",8,"<10","Other","1",166,0,5.11198778835654,3
0.92,"Male","Has relevent experience","enrollment","Masters","STEM",10,"500-999","Other","1",40,1,3.68887945411394,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",0,"Other","Pvt Ltd","never",12,0,2.484906649788,1
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",12,"10000+","Other",">4",83,0,4.4188406077966,3
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd",">4",27,0,3.29583686600433,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","Other",4,"100-500","Pvt Ltd","2",154,0,5.03695260241363,2
0.624,"Male","No relevent experience","enrollment","Masters","STEM",3,"50-99","Pvt Ltd","1",47,0,3.85014760171006,2
0.896,"Male","No relevent experience","enrollment","Masters","STEM",7,"50-99","Other","1",54,0,3.98898404656427,3
0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","2",26,0,3.25809653802148,3
0.527,"Male","Has relevent experience","no_enrollment","Graduate","Other",17,"Other","Pvt Ltd",">4",26,0,3.25809653802148,3
0.689,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","1",206,0,5.32787616878958,3
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",21,"10/49","Other","1",138,0,4.92725368515721,3
0.855,"Other","Has relevent experience","enrollment","Masters","STEM",16,"100-500","Pvt Ltd","3",168,0,5.12396397940326,3
0.897,"Male","Has relevent experience","enrollment","Graduate","STEM",10,"<10","Pvt Ltd","1",48,0,3.87120101090789,3
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",6,"1000-4999","Pvt Ltd","3",15,1,2.70805020110221,3
0.855,"Male","Has relevent experience","enrollment","Graduate","STEM",16,"10/49","Pvt Ltd","1",54,0,3.98898404656427,3
0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"50-99","Pvt Ltd","2",59,0,4.07753744390572,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",32,0,3.46573590279973,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","1",9,0,2.19722457733622,2
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",0,"Other","Pvt Ltd","1",37,1,3.61091791264422,1
0.92,"Male","No relevent experience","enrollment","Masters","STEM",14,"10000+","Other","2",52,1,3.95124371858143,3
0.92,"Male","No relevent experience","no_enrollment","Phd","STEM",19,"100-500","Pvt Ltd",">4",152,0,5.02388052084628,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","2",136,0,4.91265488573605,3
0.802,"Male","No relevent experience","enrollment","Graduate","STEM",1,"Other","Pvt Ltd","never",29,1,3.36729582998647,2
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",15,"10000+","Pvt Ltd",">4",45,0,3.80666248977032,3
0.91,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"Other","Pvt Ltd","never",16,0,2.77258872223978,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",11,"10000+","Pvt Ltd","2",36,0,3.58351893845611,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"<10","Pvt Ltd","3",7,1,1.94591014905531,2
0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM",11,"5000-9999","Pvt Ltd","1",33,0,3.49650756146648,3
0.91,"Other","Has relevent experience","enrollment","Masters","STEM",12,"100-500","Pvt Ltd","1",44,1,3.78418963391826,3
0.895,"Male","Has relevent experience","enrollment","Masters","STEM",6,"10/49","Other",">4",22,1,3.09104245335832,3
0.847,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","never",7,1,1.94591014905531,2
0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",30,0,3.40119738166216,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","3",125,0,4.8283137373023,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"1000-4999","Other",">4",30,0,3.40119738166216,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"Other","Pvt Ltd","4",82,1,4.40671924726425,3
0.92,"Male","No relevent experience","enrollment","Masters","STEM",6,"Other","Pvt Ltd","never",117,1,4.76217393479776,3
0.926,"Male","Has relevent experience","enrollment","Graduate","Other",7,"100-500","Pvt Ltd","2",15,0,2.70805020110221,3
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"10/49","Pvt Ltd","1",84,0,4.43081679884331,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","3",52,0,3.95124371858143,2
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","2",28,0,3.3322045101752,2
0.738,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"10000+","Pvt Ltd","1",53,0,3.97029191355212,3
0.884,"Male","No relevent experience","no_enrollment","Graduate","STEM",18,"Other","Pvt Ltd",">4",18,0,2.89037175789616,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",4,"10/49","Other","2",6,0,1.79175946922805,2
0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"1000-4999","Pvt Ltd","1",18,0,2.89037175789616,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Other","1",158,0,5.06259503302697,2
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"Other","Pvt Ltd","2",36,1,3.58351893845611,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","never",74,0,4.30406509320417,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","1",25,1,3.2188758248682,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",11,"50-99","Other","1",113,0,4.72738781871234,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",74,1,4.30406509320417,3
0.856,"Male","No relevent experience","no_enrollment","High School","STEM",1,"Other","Pvt Ltd","never",26,0,3.25809653802148,2
0.767,"Male","Has relevent experience","enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","2",308,0,5.73009978297357,3
0.754,"Male","Has relevent experience","no_enrollment","Masters","Other",19,"50-99","Pvt Ltd","4",72,0,4.27666611901606,3
0.92,"Other","No relevent experience","no_enrollment","Masters","STEM",7,"1000-4999","Pvt Ltd","2",22,0,3.09104245335832,3
0.92,"Other","No relevent experience","enrollment","Masters","Other",7,"Other","Pvt Ltd","1",35,1,3.55534806148941,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"500-999","Pvt Ltd","1",184,0,5.21493575760899,3
0.939,"Other","No relevent experience","no_enrollment","Primary School","STEM",3,"Other","Pvt Ltd","never",11,0,2.39789527279837,2
0.893,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",19,1,2.94443897916644,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"Other","Pvt Ltd","1",50,0,3.91202300542815,1
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",91,1,4.51085950651685,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"500-999","Pvt Ltd","4",46,0,3.8286413964891,3
0.92,"Male","No relevent experience","no_enrollment","Phd","STEM",11,"50-99","Pvt Ltd","2",54,0,3.98898404656427,3
0.795,"Male","Has relevent experience","no_enrollment","High School","STEM",3,"Other","Pvt Ltd","never",45,0,3.80666248977032,2
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",24,0,3.17805383034795,3
0.926,"Male","No relevent experience","enrollment","High School","STEM",7,"Other","Pvt Ltd","1",18,0,2.89037175789616,3
0.722,"Other","Has relevent experience","no_enrollment","Masters","STEM",21,"<10","Pvt Ltd",">4",70,1,4.24849524204936,3
0.698,"Other","Has relevent experience","no_enrollment","Graduate","Other",5,"Other","Pvt Ltd","1",21,0,3.04452243772342,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"Other","Pvt Ltd","3",52,1,3.95124371858143,3
0.847,"Male","No relevent experience","enrollment","Graduate","STEM",9,"500-999","Pvt Ltd",">4",29,0,3.36729582998647,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"100-500","Pvt Ltd","1",92,1,4.52178857704904,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"10000+","Pvt Ltd",">4",88,0,4.47733681447821,3
0.92,"Male","Has relevent experience","enrollment","Masters","STEM",15,"1000-4999","Pvt Ltd","2",17,0,2.83321334405622,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"50-99","Other","1",51,0,3.93182563272433,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",16,0,2.77258872223978,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"500-999","Pvt Ltd","2",34,0,3.52636052461616,3
0.855,"Male","Has relevent experience","enrollment","Graduate","STEM",10,"<10","Other","1",48,0,3.87120101090789,3
0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",11,"10000+","Pvt Ltd",">4",23,0,3.13549421592915,3
